Variable,Label,Question,Question Text,Type,Response Type,Codes,Value Labels,Page,Section,Derived,Hidden,Row,Column,Option,Notes
LISTFILL_BRAND_EVAL_2,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 2,,,text,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_2_CODE,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 2 code,,,text,list_fill,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_2_POSITION,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 2 position,,,numeric,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_3,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 3,,,text,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_3_CODE,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 3 code,,,text,list_fill,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_3_POSITION,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 3 position,,,numeric,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_4,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 4,,,text,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_4_CODE,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 4 code,,,text,list_fill,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_4_POSITION,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 4 position,,,numeric,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_5,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 5,,,text,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_5_CODE,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 5 code,,,text,list_fill,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_5_POSITION,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 5 position,,,numeric,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_6,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 6,,,text,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_6_CODE,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 6 code,,,text,list_fill,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_6_POSITION,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 6 position,,,numeric,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_7,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 7,,,text,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_7_CODE,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 7 code,,,text,list_fill,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_7_POSITION,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 7 position,,,numeric,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_8,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 8,,,text,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_8_CODE,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 8 code,,,text,list_fill,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_8_POSITION,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 8 position,,,numeric,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_9,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 9,,,text,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_9_CODE,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 9 code,,,text,list_fill,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_9_POSITION,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 9 position,,,numeric,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_10,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 10,,,text,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_10_CODE,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 10 code,,,text,list_fill,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_10_POSITION,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 10 position,,,numeric,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_11,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 11,,,text,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_11_CODE,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 11 code,,,text,list_fill,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_11_POSITION,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 11 position,,,numeric,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_12,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 12,,,text,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_12_CODE,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 12 code,,,text,list_fill,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_12_POSITION,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill) — item 12 position,,,numeric,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_CODES,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill),,,text,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_BRAND_EVAL_LABELS,Brand evaluation allocation (priority → cap → quota → random fallback) (List Fill),,,text,list_fill,,,,,Y,Y,,,,"List Fill ""BRAND_EVAL"" — priority_quota, sample-level allocation"
LISTFILL_TOPIC_COUNT,Random deep-dive topic (no sample tracking) (List Fill) — number allocated,,,numeric,list_fill,,,,,Y,Y,,,,"List Fill ""TOPIC"" — random, per respondent"
LISTFILL_TOPIC_1,Random deep-dive topic (no sample tracking) (List Fill) — item 1,,,text,list_fill,,,,,Y,Y,,,,"List Fill ""TOPIC"" — random, per respondent"
LISTFILL_TOPIC_1_CODE,Random deep-dive topic (no sample tracking) (List Fill) — item 1 code,,,text,list_fill,,,,,Y,Y,,,,"List Fill ""TOPIC"" — random, per respondent"
LISTFILL_TOPIC_1_POSITION,Random deep-dive topic (no sample tracking) (List Fill) — item 1 position,,,numeric,list_fill,,,,,Y,Y,,,,"List Fill ""TOPIC"" — random, per respondent"
LISTFILL_TOPIC_CODES,Random deep-dive topic (no sample tracking) (List Fill),,,text,list_fill,,,,,Y,Y,,,,"List Fill ""TOPIC"" — random, per respondent"
LISTFILL_TOPIC_LABELS,Random deep-dive topic (no sample tracking) (List Fill),,,text,list_fill,,,,,Y,Y,,,,"List Fill ""TOPIC"" — random, per respondent"
LISTFILL_TRUST_COUNT,One brand from the hidden used ∩ trusted list (List Fill) — number allocated,,,numeric,list_fill,,,,,Y,Y,,,,"List Fill ""TRUST"" — balanced_random, sample-level allocation"
LISTFILL_TRUST_1,One brand from the hidden used ∩ trusted list (List Fill) — item 1,,,text,list_fill,,,,,Y,Y,,,,"List Fill ""TRUST"" — balanced_random, sample-level allocation"
LISTFILL_TRUST_1_CODE,One brand from the hidden used ∩ trusted list (List Fill) — item 1 code,,,text,list_fill,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"List Fill ""TRUST"" — balanced_random, sample-level allocation"
LISTFILL_TRUST_1_POSITION,One brand from the hidden used ∩ trusted list (List Fill) — item 1 position,,,numeric,list_fill,,,,,Y,Y,,,,"List Fill ""TRUST"" — balanced_random, sample-level allocation"
LISTFILL_TRUST_CODES,One brand from the hidden used ∩ trusted list (List Fill),,,text,list_fill,,,,,Y,Y,,,,"List Fill ""TRUST"" — balanced_random, sample-level allocation"
LISTFILL_TRUST_LABELS,One brand from the hidden used ∩ trusted list (List Fill),,,text,list_fill,,,,,Y,Y,,,,"List Fill ""TRUST"" — balanced_random, sample-level allocation"
LOOP_LFBRAND_COUNT,"Loop ""lfbrand"" — number of iterations",,,numeric,loop,,,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_1,"Loop ""lfbrand"" — item 1",,,text,loop,,,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_1_CODE,"Loop ""lfbrand"" — item 1 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Slot 1; 2=Slot 2; 3=Slot 3; 4=Slot 4; 5=Slot 5; 6=Slot 6; 7=Slot 7; 8=Slot 8; 9=Slot 9; 10=Slot 10; 11=Slot 11; 12=Slot 12,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_1_TIER,"Loop ""lfbrand"" — item 1 Tier",,,text,loop,,,,,Y,Y,,,,"Reference column ""Tier"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_1_SEGMENT,"Loop ""lfbrand"" — item 1 Segment",,,text,loop,,,,,Y,Y,,,,"Reference column ""Segment"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_2,"Loop ""lfbrand"" — item 2",,,text,loop,,,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_2_CODE,"Loop ""lfbrand"" — item 2 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Slot 1; 2=Slot 2; 3=Slot 3; 4=Slot 4; 5=Slot 5; 6=Slot 6; 7=Slot 7; 8=Slot 8; 9=Slot 9; 10=Slot 10; 11=Slot 11; 12=Slot 12,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_2_TIER,"Loop ""lfbrand"" — item 2 Tier",,,text,loop,,,,,Y,Y,,,,"Reference column ""Tier"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_2_SEGMENT,"Loop ""lfbrand"" — item 2 Segment",,,text,loop,,,,,Y,Y,,,,"Reference column ""Segment"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_3,"Loop ""lfbrand"" — item 3",,,text,loop,,,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_3_CODE,"Loop ""lfbrand"" — item 3 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Slot 1; 2=Slot 2; 3=Slot 3; 4=Slot 4; 5=Slot 5; 6=Slot 6; 7=Slot 7; 8=Slot 8; 9=Slot 9; 10=Slot 10; 11=Slot 11; 12=Slot 12,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_3_TIER,"Loop ""lfbrand"" — item 3 Tier",,,text,loop,,,,,Y,Y,,,,"Reference column ""Tier"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_3_SEGMENT,"Loop ""lfbrand"" — item 3 Segment",,,text,loop,,,,,Y,Y,,,,"Reference column ""Segment"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_4,"Loop ""lfbrand"" — item 4",,,text,loop,,,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_4_CODE,"Loop ""lfbrand"" — item 4 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Slot 1; 2=Slot 2; 3=Slot 3; 4=Slot 4; 5=Slot 5; 6=Slot 6; 7=Slot 7; 8=Slot 8; 9=Slot 9; 10=Slot 10; 11=Slot 11; 12=Slot 12,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_4_TIER,"Loop ""lfbrand"" — item 4 Tier",,,text,loop,,,,,Y,Y,,,,"Reference column ""Tier"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_4_SEGMENT,"Loop ""lfbrand"" — item 4 Segment",,,text,loop,,,,,Y,Y,,,,"Reference column ""Segment"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_5,"Loop ""lfbrand"" — item 5",,,text,loop,,,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_5_CODE,"Loop ""lfbrand"" — item 5 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Slot 1; 2=Slot 2; 3=Slot 3; 4=Slot 4; 5=Slot 5; 6=Slot 6; 7=Slot 7; 8=Slot 8; 9=Slot 9; 10=Slot 10; 11=Slot 11; 12=Slot 12,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_5_TIER,"Loop ""lfbrand"" — item 5 Tier",,,text,loop,,,,,Y,Y,,,,"Reference column ""Tier"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_5_SEGMENT,"Loop ""lfbrand"" — item 5 Segment",,,text,loop,,,,,Y,Y,,,,"Reference column ""Segment"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_6,"Loop ""lfbrand"" — item 6",,,text,loop,,,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_6_CODE,"Loop ""lfbrand"" — item 6 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Slot 1; 2=Slot 2; 3=Slot 3; 4=Slot 4; 5=Slot 5; 6=Slot 6; 7=Slot 7; 8=Slot 8; 9=Slot 9; 10=Slot 10; 11=Slot 11; 12=Slot 12,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_6_TIER,"Loop ""lfbrand"" — item 6 Tier",,,text,loop,,,,,Y,Y,,,,"Reference column ""Tier"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_6_SEGMENT,"Loop ""lfbrand"" — item 6 Segment",,,text,loop,,,,,Y,Y,,,,"Reference column ""Segment"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_7,"Loop ""lfbrand"" — item 7",,,text,loop,,,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_7_CODE,"Loop ""lfbrand"" — item 7 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Slot 1; 2=Slot 2; 3=Slot 3; 4=Slot 4; 5=Slot 5; 6=Slot 6; 7=Slot 7; 8=Slot 8; 9=Slot 9; 10=Slot 10; 11=Slot 11; 12=Slot 12,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_7_TIER,"Loop ""lfbrand"" — item 7 Tier",,,text,loop,,,,,Y,Y,,,,"Reference column ""Tier"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_7_SEGMENT,"Loop ""lfbrand"" — item 7 Segment",,,text,loop,,,,,Y,Y,,,,"Reference column ""Segment"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_8,"Loop ""lfbrand"" — item 8",,,text,loop,,,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_8_CODE,"Loop ""lfbrand"" — item 8 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Slot 1; 2=Slot 2; 3=Slot 3; 4=Slot 4; 5=Slot 5; 6=Slot 6; 7=Slot 7; 8=Slot 8; 9=Slot 9; 10=Slot 10; 11=Slot 11; 12=Slot 12,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_8_TIER,"Loop ""lfbrand"" — item 8 Tier",,,text,loop,,,,,Y,Y,,,,"Reference column ""Tier"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_8_SEGMENT,"Loop ""lfbrand"" — item 8 Segment",,,text,loop,,,,,Y,Y,,,,"Reference column ""Segment"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_9,"Loop ""lfbrand"" — item 9",,,text,loop,,,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_9_CODE,"Loop ""lfbrand"" — item 9 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Slot 1; 2=Slot 2; 3=Slot 3; 4=Slot 4; 5=Slot 5; 6=Slot 6; 7=Slot 7; 8=Slot 8; 9=Slot 9; 10=Slot 10; 11=Slot 11; 12=Slot 12,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_9_TIER,"Loop ""lfbrand"" — item 9 Tier",,,text,loop,,,,,Y,Y,,,,"Reference column ""Tier"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_9_SEGMENT,"Loop ""lfbrand"" — item 9 Segment",,,text,loop,,,,,Y,Y,,,,"Reference column ""Segment"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_10,"Loop ""lfbrand"" — item 10",,,text,loop,,,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_10_CODE,"Loop ""lfbrand"" — item 10 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Slot 1; 2=Slot 2; 3=Slot 3; 4=Slot 4; 5=Slot 5; 6=Slot 6; 7=Slot 7; 8=Slot 8; 9=Slot 9; 10=Slot 10; 11=Slot 11; 12=Slot 12,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_10_TIER,"Loop ""lfbrand"" — item 10 Tier",,,text,loop,,,,,Y,Y,,,,"Reference column ""Tier"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_10_SEGMENT,"Loop ""lfbrand"" — item 10 Segment",,,text,loop,,,,,Y,Y,,,,"Reference column ""Segment"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_11,"Loop ""lfbrand"" — item 11",,,text,loop,,,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_11_CODE,"Loop ""lfbrand"" — item 11 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Slot 1; 2=Slot 2; 3=Slot 3; 4=Slot 4; 5=Slot 5; 6=Slot 6; 7=Slot 7; 8=Slot 8; 9=Slot 9; 10=Slot 10; 11=Slot 11; 12=Slot 12,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_11_TIER,"Loop ""lfbrand"" — item 11 Tier",,,text,loop,,,,,Y,Y,,,,"Reference column ""Tier"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_11_SEGMENT,"Loop ""lfbrand"" — item 11 Segment",,,text,loop,,,,,Y,Y,,,,"Reference column ""Segment"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_12,"Loop ""lfbrand"" — item 12",,,text,loop,,,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_12_CODE,"Loop ""lfbrand"" — item 12 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Slot 1; 2=Slot 2; 3=Slot 3; 4=Slot 4; 5=Slot 5; 6=Slot 6; 7=Slot 7; 8=Slot 8; 9=Slot 9; 10=Slot 10; 11=Slot 11; 12=Slot 12,,,Y,Y,,,,"Loop ""lfbrand"" over List Fill BRAND_EVAL"
LOOP_LFBRAND_ITEM_12_TIER,"Loop ""lfbrand"" — item 12 Tier",,,text,loop,,,,,Y,Y,,,,"Reference column ""Tier"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_LFBRAND_ITEM_12_SEGMENT,"Loop ""lfbrand"" — item 12 Segment",,,text,loop,,,,,Y,Y,,,,"Reference column ""Segment"" (text) of loop ""lfbrand"" — belongs to this loop only"
LOOP_BRAND_COUNT,"Loop ""brand"" — number of iterations",,,numeric,loop,,,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_1,"Loop ""brand"" — item 1",,,text,loop,,,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_1_CODE,"Loop ""brand"" — item 1 code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Loop ""brand"" over Q49 (selected)"
LOOP_BRAND_ITEM_1_BRAND_NICKNAME,"Loop ""brand"" — item 1 Brand_Nickname",,,text,loop,,,,,Y,Y,,,,"Reference column ""Brand_Nickname"" (text) of loop ""brand"" — belongs to this loop only: Short internal name used in reports"
LOOP_BRAND_ITEM_1_PRODUCT_ID,"Loop ""brand"" — item 1 Product_ID",,,text,loop,,,,,Y,Y,,,,"Reference column ""Product_ID"" (text) of loop ""brand"" — belongs to this loop only: Client product master id"
LOOP_BRAND_ITEM_1_CLIENT_CODE,"Loop ""brand"" — item 1 Client_Code",,,text,loop,"1,2,3,4,5,6,7,8,9,10,11,12",1=Apple; 2=Samsung; 3=Google; 4=Xiaomi; 5=OnePlus; 6=Sony; 7=Microsoft; 8=Amazon; 9=Huawei; 10=Lenovo; 11=Dell; 12=LG,,,Y,Y,,,,"Reference column ""Client_Code"" (text) of loop ""brand"" — belongs to this loop only"
LOOP_BRAND_ITEM_1_CATEGORY,"Loop ""brand"" — item 1 Category",,,text,loop,,,,,Y,Y,,,,"Reference column ""Category"" (text) of loop ""brand"" — belongs to this loop only: Drives the category-specific question"
LOOP_BRAND_ITEM_1_INTERNAL_NAME,"Loop ""brand"" — item 1 Internal_Name",,,text,loop,,,,,Y,Y,,,,"Reference column ""Internal_Name"" (text) of loop ""brand"" — belongs to this loop only"
